# Hardware session #2, run 2026-09-22 on a rented g5.xlarge: NVIDIA A10G, CC 8.6, driver 595.71.05, CUDA 13.2.
# cuda-oxide b0f961df on nightly-2026-08-28 (rustc 1.100.0-nightly e457a7b0d); cargo-oxide 0.2.1; watchdog 40 s.
# Generated by scripts/hardware-mutation-probe.sh: the SAME mutation operators as the static corpus
# (conformance/MUTATION.md), applied to the full upstream example so the kernels actually launch, each
# mutant run under `compute-sanitizer --tool synccheck`.
# columns: example<TAB>class<TAB>expected<TAB>kernel<TAB>cc<TAB>outcome<TAB>seconds
# outcome: synccheck-flagged = the dynamic checker reported it (exit 42); hang = watchdog fired;
#          pass = ran to completion with nothing reported; error(N) = the run failed for another reason.
barrier	wrapbar	RC001	barrier_sync_test	8.6	synccheck-flagged	7
barrier	delbar	-	barrier_sync_test	8.6	synccheck-flagged	3
barrier	wrapbar	RC001	barrier_sync_test	8.6	pass	2
barrier	delbar	-	barrier_sync_test	8.6	pass	2
barrier	wrapbar	RC001	barrier_shared_data_test	8.6	synccheck-flagged	2
barrier	delbar	-	barrier_shared_data_test	8.6	synccheck-flagged	2
barrier	wrapbar	RC001	barrier_shared_data_test	8.6	pass	2
barrier	delbar	-	barrier_shared_data_test	8.6	pass	2
barrier	wrapbar	RC001	barrier_no_complete_test	8.6	hang	40
barrier	delbar	-	barrier_no_complete_test	8.6	pass	3
barrier	wrapbar	RC001	barrier_no_complete_test	8.6	hang	40
barrier	delbar	-	barrier_no_complete_test	8.6	pass	4
barrier	wrapbar	RC001	barrier_no_complete_test	8.6	hang	40
barrier	delbar	-	barrier_no_complete_test	8.6	pass	3
barrier	wrapbar	RC001	barrier_no_complete_test	8.6	pass	2
barrier	delbar	-	barrier_no_complete_test	8.6	pass	2
barrier	mutslice	RC003	barrier_sync_test	8.6	pass	2
barrier	mutslice	RC003	barrier_shared_data_test	8.6	pass	2
barrier	mutslice	RC003	barrier_no_complete_test	8.6	pass	2
lanemask_scan	wrapcol	RC002	warp_compact_rank	8.6	hang	40
lanemask_scan	wrapcol	RC002	warp_compact_rank	8.6	hang	40
lanemask_scan	wrapcol	RC002	warp_compact_rank	8.6	hang	40
lanemask_scan	wrapcol	RC002	warp_compact_rank	8.6	error(1)	1
lanemask_scan	shrinkmask	RC002	warp_compact_rank	8.6	pass	2
lanemask_scan	shrinkmask	RC002	warp_compact_rank	8.6	pass	2
lanemask_scan	shrinkmask	RC002	warp_compact_rank	8.6	pass	2
lanemask_scan	shrinkmask	RC002	warp_compact_rank	8.6	pass	2
lanemask_scan	shrinkmask	RC002	warp_compact_rank	8.6	pass	2
lanemask_scan	shrinkmask	RC002	warp_compact_rank	8.6	pass	2
lanemask_scan	shrinkmask	RC002	warp_compact_rank	8.6	pass	2
lanemask_scan	mutslice	RC003	lanemask_lt_values	8.6	pass	2
lanemask_scan	mutslice	RC003	all_lanemasks	8.6	pass	2
lanemask_scan	mutslice	RC003	warp_compact_rank	8.6	pass	1
scoped_atomic_load_store	wrapbar	RC001	publish_and_observe	8.6	hang	40
scoped_atomic_load_store	delbar	-	publish_and_observe	8.6	hang	40
scoped_atomic_load_store	mutslice	RC003	publish_and_observe	8.6	pass	8
